11
eccell .5 1 0 170
ca3cell .5 1 0 275
pyramidalcell 2.6 .4 .9 20
axoaxoniccell 27 .4 .9 251
bistratifiedcell 34 .4 .9 0
cckcell 20.6 .4 .9 174
ivycell 5.3 .4 .9 46
ngfcell 13.2 .4 .9 196
olmcell 59.6 .4 .9 346
pvbasketcell 25 .4 .9 307
scacell 22.7 .4 .9 169
