11
eccell 1.3 .4 .9 170
ca3cell 1.7 .4 .9 275
pyramidalcell 3 .4 .9 20
axoaxoniccell 54 .4 .9 251
bistratifiedcell 68 .4 .9 0
cckcell 18.8 .4 .9 174
ivycell 4.8 .4 .9 46
ngfcell 12 .4 .9 196
olmcell 59.6 .4 .9 346
pvbasketcell 50 .4 .9 307
scacell 20.6 .4 .9 169
