11
eccell .1 .4 .9 170
ca3cell .2 .4 .9 275
pyramidalcell 3.6 .4 .9 20
axoaxoniccell 31.2 .4 .9 226
bistratifiedcell 10.2 .4 .9 346
cckcell 17.5 .4 .9 169
ivycell 1.3 .4 .9 58
ngfcell 10.7 .4 .9 155
olmcell 8.9 .4 .9 334
pvbasketcell 13.2 .4 .9 271
scacell 10.3 .4 .9 169
