11
eccell .2 .4 .9 170
ca3cell .3 .4 .9 275
pyramidalcell 3.6 .4 .9 20
axoaxoniccell 27 .4 .9 251
bistratifiedcell 34 .4 .9 0
cckcell 9.4 .4 .9 174
ivycell 2.8 .4 .9 46
ngfcell 6 .4 .9 196
olmcell 29.8 .4 .9 346
pvbasketcell 25 .4 .9 307
scacell 10.3 .4 .9 169
