t	v
32.7	-62.9015
32.8	-62.9008
32.9	-62.9001
33	-62.8993
33.1	-62.8986
33.2	-62.8979
33.3	-62.8972
33.4	-62.8966
33.5	-62.8959
33.6	-62.8952
33.7	-62.8945
33.8	-62.8939
33.9	-62.8932
34	-62.8926
34.1	-62.892
34.2	-62.8913
34.3	-62.8907
34.4	-62.8901
34.5	-62.8895
34.6	-62.8889
34.7	-62.8883
34.8	-62.8878
34.9	-62.8872
35	-62.8867
35.1	-62.8861
35.2	-62.8856
35.3	-62.8851
35.4	-62.8846
35.5	-62.8841
35.6	-62.8836
35.7	-62.8831
35.8	-62.8826
35.9	-62.8822
36	-62.8817
36.1	-62.8813
36.2	-62.8809
36.3	-62.8805
36.4	-62.8801
36.5	-62.8797
36.6	-62.8793
36.7	-62.8789
36.8	-62.8785
36.9	-62.8782
37	-62.8778
37.1	-62.8775
37.2	-62.8772
37.3	-62.8769
37.4	-62.8766
37.5	-62.8763
37.6	-62.876
37.7	-62.8757
37.8	-62.8755
37.9	-62.8752
38	-62.875
38.1	-62.8747
38.2	-62.8745
38.3	-62.8743
38.4	-62.8741
38.5	-62.8739
38.6	-62.8737
38.7	-62.8735
38.8	-62.8734
38.9	-62.8732
39	-62.873
39.1	-62.8729
39.2	-62.8728
39.3	-62.8727
39.4	-62.8725
39.5	-62.8724
39.6	-62.8723
39.7	-62.8722
39.8	-62.8722
39.9	-62.8721
40	-62.872
40.1	-62.872
40.2	-62.8719
40.3	-62.8719
40.4	-62.8719
40.5	-62.8718
40.6	-62.8718
40.7	-62.8718
40.8	-62.8718
40.9	-62.8718
41	-62.8718
41.1	-62.8718
41.2	-62.8719
41.3	-62.8719
41.4	-62.8719
41.5	-62.872
41.6	-62.872
41.7	-62.8721
41.8	-62.8722
41.9	-62.8722
42	-62.8723
42.1	-62.8724
42.2	-62.8725
42.3	-62.8726
42.4	-62.8727
42.5	-62.8728
42.6	-62.8729
42.7	-62.8731
42.8	-62.8732
42.9	-62.8733
43	-62.8735
43.1	-62.8736
43.2	-62.8738
43.3	-62.8739
43.4	-62.8741
43.5	-62.8742
43.6	-62.8744
43.7	-62.8746
43.8	-62.8748
43.9	-62.875
44	-62.8751
44.1	-62.8753
44.2	-62.8755
44.3	-62.8757
44.4	-62.8759
44.5	-62.8762
44.6	-62.8764
44.7	-62.8766
44.8	-62.8768
44.9	-62.877
45	-62.8773
45.1	-62.8775
45.2	-62.8777
45.3	-62.878
45.4	-62.8782
45.5	-62.8785
45.6	-62.8787
45.7	-62.879
45.8	-62.8793
45.9	-62.8795
46	-62.8798
46.1	-62.8801
46.2	-62.8803
46.3	-62.8806
46.4	-62.8809
46.5	-62.8812
46.6	-62.8814
46.7	-62.8817
46.8	-62.882
46.9	-62.8823
47	-62.8826
47.1	-62.8829
47.2	-62.8832
47.3	-62.8835
47.4	-62.8838
47.5	-62.8841
47.6	-62.8844
47.7	-62.8847
47.8	-62.8851
47.9	-62.8854
48	-62.8857
48.1	-62.886
48.2	-62.8863
48.3	-62.8867
48.4	-62.887
48.5	-62.8873
48.6	-62.8876
48.7	-62.888
48.8	-62.8883
48.9	-62.8886
49	-62.889
49.1	-62.8893
49.2	-62.8896
49.3	-62.89
49.4	-62.8903
49.5	-62.8906
49.6	-62.891
49.7	-62.8913
49.8	-62.8917
49.9	-62.892
50	-62.8924
50.1	-62.8927
50.2	-62.8931
50.3	-62.8934
50.4	-62.8938
50.5	-62.8941
50.6	-62.8945
50.7	-62.8948
50.8	-62.8952
50.9	-62.8955
51	-62.8959
51.1	-62.8962
51.2	-62.8966
51.3	-62.8969
51.4	-62.8973
51.5	-62.8977
51.6	-62.898
51.7	-62.8984
51.8	-62.8987
51.9	-62.8991
52	-62.8995
52.1	-62.8998
52.2	-62.9002
52.3	-62.9005
52.4	-62.9009
52.5	-62.9012
52.6	-62.9016
52.7	-62.902
52.8	-62.9023
52.9	-62.9027
53	-62.903
53.1	-62.9034
53.2	-62.9038
53.3	-62.9041
53.4	-62.9045
53.5	-62.9048
53.6	-62.9052
53.7	-62.9056
53.8	-62.9059
53.9	-62.9063
54	-62.9066
54.1	-62.907
54.2	-62.9074
54.3	-62.9077
54.4	-62.9081
54.5	-62.9084
54.6	-62.9088
54.7	-62.9091
54.8	-62.9095
54.9	-62.9099
55	-62.9102
55.1	-62.9106
55.2	-62.9109
55.3	-62.9113
55.4	-62.9116
55.5	-62.912
55.6	-62.9123
55.7	-62.9127
55.8	-62.913
55.9	-62.9134
56	-62.9137
56.1	-62.9141
56.2	-62.9144
56.3	-62.9148
56.4	-62.9151
56.5	-62.9155
56.6	-62.9158
56.7	-62.9162
56.8	-62.9165
56.9	-62.9168
57	-62.9172
57.1	-62.9175
57.2	-62.9179
57.3	-62.9182
57.4	-62.9185
57.5	-62.9189
57.6	-62.9192
57.7	-62.9195
57.8	-62.9199
57.9	-62.9202
58	-62.9205
58.1	-62.9209
58.2	-62.9212
58.3	-62.9215
58.4	-62.9219
58.5	-62.9222
58.6	-62.9225
58.7	-62.9228
58.8	-62.9232
58.9	-62.9235
59	-62.9238
59.1	-62.9241
59.2	-62.9245
59.3	-62.9248
59.4	-62.9251
59.5	-62.9254
59.6	-62.9257
59.7	-62.926
59.8	-62.9264
59.9	-62.9267
60	-62.927
60.1	-62.9273
60.2	-62.9276
60.3	-62.9279
60.4	-62.9282
60.5	-62.9285
60.6	-62.9288
60.7	-62.9291
60.8	-62.9294
60.9	-62.9297
61	-62.93
61.1	-62.9303
61.2	-62.9306
61.3	-62.9309
61.4	-62.9312
61.5	-62.9315
61.6	-62.9318
61.7	-62.9321
61.8	-62.9324
61.9	-62.9327
62	-62.933
62.1	-62.9333
62.2	-62.9336
62.3	-62.9338
62.4	-62.9341
62.5	-62.9344
62.6	-62.9347
62.7	-62.935
62.8	-62.9352
62.9	-62.9355
63	-62.9358
63.1	-62.9361
63.2	-62.9363
63.3	-62.9366
63.4	-62.9369
63.5	-62.9372
63.6	-62.9374
63.7	-62.9377
63.8	-62.938
63.9	-62.9382
64	-62.9385
64.1	-62.9387
64.2	-62.939
64.3	-62.9393
64.4	-62.9395
64.5	-62.9398
64.6	-62.94
64.7	-62.9403
64.8	-62.9405
64.9	-62.9408
65	-62.941
65.1	-62.9413
65.2	-62.9415
65.3	-62.9417
65.4	-62.9419
65.5	-62.9422
65.6	-62.9423
65.7	-62.9425
65.8	-62.9427
65.9	-62.9428
66	-62.943
66.1	-62.9431
66.2	-62.9432
66.3	-62.9433
66.4	-62.9433
66.5	-62.9434
66.6	-62.9434
66.7	-62.9434
66.8	-62.9433
66.9	-62.9433
67	-62.9432
67.1	-62.9431
67.2	-62.943
67.3	-62.9428
67.4	-62.9426
67.5	-62.9425
67.6	-62.9423
67.7	-62.942
67.8	-62.9418
67.9	-62.9415
68	-62.9413
68.1	-62.941
68.2	-62.9407
68.3	-62.9403
68.4	-62.94
68.5	-62.9397
68.6	-62.9393
68.7	-62.9389
68.8	-62.9386
68.9	-62.9382
69	-62.9378
69.1	-62.9373
69.2	-62.9369
69.3	-62.9365
69.4	-62.9361
69.5	-62.9356
69.6	-62.9352
69.7	-62.9348
69.8	-62.9343
69.9	-62.9339
70	-62.9334
70.1	-62.9329
70.2	-62.9325
70.3	-62.932
70.4	-62.9316
70.5	-62.9311
70.6	-62.9306
70.7	-62.9302
70.8	-62.9297
70.9	-62.9292
71	-62.9288
71.1	-62.9283
71.2	-62.9279
71.3	-62.9274
71.4	-62.927
71.5	-62.9265
71.6	-62.9261
71.7	-62.9257
71.8	-62.9252
71.9	-62.9248
72	-62.9244
72.1	-62.9239
72.2	-62.9235
72.3	-62.9231
72.4	-62.9227
72.5	-62.9223
72.6	-62.9219
72.7	-62.9215
72.8	-62.9211
72.9	-62.9208
73	-62.9204
73.1	-62.92
73.2	-62.9197
73.3	-62.9193
73.4	-62.9189
73.5	-62.9186
73.6	-62.9183
73.7	-62.9179
73.8	-62.9176
73.9	-62.9173
74	-62.917
74.1	-62.9167
74.2	-62.9164
74.3	-62.9161
74.4	-62.9158
74.5	-62.9155
74.6	-62.9153
74.7	-62.915
74.8	-62.9148
74.9	-62.9145
75	-62.9143
75.1	-62.914
75.2	-62.9138
75.3	-62.9136
75.4	-62.9134
75.5	-62.9132
75.6	-62.913
75.7	-62.9128
75.8	-62.9126
75.9	-62.9124
76	-62.9122
76.1	-62.9121
76.2	-62.9119
76.3	-62.9117
76.4	-62.9116
76.5	-62.9115
76.6	-62.9113
76.7	-62.9112
76.8	-62.9111
76.9	-62.911
77	-62.9108
77.1	-62.9107
77.2	-62.9106
77.3	-62.9105
77.4	-62.9105
77.5	-62.9104
77.6	-62.9103
77.7	-62.9102
77.8	-62.9102
77.9	-62.9101
78	-62.9101
78.1	-62.91
78.2	-62.91
78.3	-62.9099
78.4	-62.9099
78.5	-62.9099
78.6	-62.9099
78.7	-62.9099
78.8	-62.9099
78.9	-62.9099
79	-62.9099
79.1	-62.9099
79.2	-62.9099
79.3	-62.9099
79.4	-62.9099
79.5	-62.9099
79.6	-62.91
79.7	-62.91
79.8	-62.91
79.9	-62.9101
80	-62.9101
80.1	-62.9102
80.2	-62.9103
80.3	-62.9103
80.4	-62.9104
80.5	-62.9104
80.6	-62.9105
80.7	-62.9106
80.8	-62.9107
80.9	-62.9108
81	-62.9109
81.1	-62.911
81.2	-62.9111
81.3	-62.9112
81.4	-62.9113
81.5	-62.9114
81.6	-62.9115
81.7	-62.9116
81.8	-62.9117
81.9	-62.9118
82	-62.912
82.1	-62.9121
82.2	-62.9122
82.3	-62.9124
82.4	-62.9125
82.5	-62.9126
82.6	-62.9128
82.7	-62.9129
82.8	-62.9131
82.9	-62.9132
83	-62.9134
83.1	-62.9135
83.2	-62.9137
83.3	-62.9138
83.4	-62.914
83.5	-62.9142
83.6	-62.9143
83.7	-62.9145
83.8	-62.9147
83.9	-62.9149
84	-62.915
84.1	-62.9152
84.2	-62.9154
84.3	-62.9156
84.4	-62.9158
84.5	-62.916
84.6	-62.9162
84.7	-62.9164
84.8	-62.9165
84.9	-62.9167
85	-62.9169
85.1	-62.9171
85.2	-62.9173
85.3	-62.9175
85.4	-62.9177
85.5	-62.9179
85.6	-62.9182
85.7	-62.9184
85.8	-62.9186
85.9	-62.9188
86	-62.919
86.1	-62.9192
86.2	-62.9194
86.3	-62.9196
86.4	-62.9199
86.5	-62.9201
86.6	-62.9203
86.7	-62.9205
86.8	-62.9207
86.9	-62.921
87	-62.9212
87.1	-62.9214
87.2	-62.9216
87.3	-62.9219
87.4	-62.9221
87.5	-62.9223
87.6	-62.9225
87.7	-62.9228
87.8	-62.923
87.9	-62.9232
88	-62.9235
88.1	-62.9237
88.2	-62.9239
88.3	-62.9242
88.4	-62.9244
88.5	-62.9246
88.6	-62.9249
88.7	-62.9251
88.8	-62.9253
88.9	-62.9256
89	-62.9258
89.1	-62.926
89.2	-62.9263
89.3	-62.9265
89.4	-62.9267
89.5	-62.927
89.6	-62.9272
89.7	-62.9275
89.8	-62.9277
89.9	-62.9279
90	-62.9282
90.1	-62.9284
90.2	-62.9287
90.3	-62.9289
90.4	-62.9291
90.5	-62.9294
90.6	-62.9296
90.7	-62.9298
90.8	-62.9301
90.9	-62.9303
91	-62.9306
91.1	-62.9308
91.2	-62.931
91.3	-62.9313
91.4	-62.9315
91.5	-62.9317
91.6	-62.932
91.7	-62.9322
91.8	-62.9325
91.9	-62.9327
92	-62.9329
92.1	-62.9332
92.2	-62.9334
92.3	-62.9336
92.4	-62.9339
92.5	-62.9341
92.6	-62.9343
92.7	-62.9346
92.8	-62.9348
92.9	-62.935
93	-62.9353
93.1	-62.9355
93.2	-62.9357
93.3	-62.936
93.4	-62.9362
93.5	-62.9364
93.6	-62.9367
93.7	-62.9369
93.8	-62.9371
93.9	-62.9373
94	-62.9376
94.1	-62.9378
94.2	-62.938
94.3	-62.9382
94.4	-62.9385
94.5	-62.9387
94.6	-62.9389
94.7	-62.9391
94.8	-62.9394
94.9	-62.9396
95	-62.9398
95.1	-62.94
95.2	-62.9403
95.3	-62.9405
95.4	-62.9407
95.5	-62.9409
95.6	-62.9411
95.7	-62.9413
95.8	-62.9416
95.9	-62.9418
96	-62.942
96.1	-62.9422
96.2	-62.9424
96.3	-62.9426
96.4	-62.9428
96.5	-62.9431
96.6	-62.9433
96.7	-62.9435
96.8	-62.9437
96.9	-62.9439
97	-62.9441
97.1	-62.9443
97.2	-62.9445
97.3	-62.9447
97.4	-62.9449
97.5	-62.9451
97.6	-62.9453
97.7	-62.9455
97.8	-62.9457
97.9	-62.9459
98	-62.9461
98.1	-62.9463
98.2	-62.9465
98.3	-62.9467
98.4	-62.9469
98.5	-62.9471
98.6	-62.9473
98.7	-62.9475
98.8	-62.9477
98.9	-62.9479
99	-62.9481
99.1	-62.9482
99.2	-62.9484
99.3	-62.9486
99.4	-62.9488
99.5	-62.949
99.6	-62.9492
99.7	-62.9494
99.8	-62.9495
99.9	-62.9497
