t	v
80.4	-64.7469
80.5	-64.7486
80.6	-64.7503
80.7	-64.7519
80.8	-64.7536
80.9	-64.7553
81	-64.757
81.1	-64.7586
81.2	-64.7603
81.3	-64.762
81.4	-64.7637
81.5	-64.7654
81.6	-64.7671
81.7	-64.7688
81.8	-64.7705
81.9	-64.7722
82	-64.7739
82.1	-64.7755
82.2	-64.7772
82.3	-64.7789
82.4	-64.7806
82.5	-64.7823
82.6	-64.784
82.7	-64.7857
82.8	-64.7874
82.9	-64.789
83	-64.7907
83.1	-64.7924
83.2	-64.7941
83.3	-64.7957
83.4	-64.7974
83.5	-64.799
83.6	-64.8007
83.7	-64.8023
83.8	-64.804
83.9	-64.8056
84	-64.8073
84.1	-64.8089
84.2	-64.8105
84.3	-64.8121
84.4	-64.8137
84.5	-64.8153
84.6	-64.8169
84.7	-64.8185
84.8	-64.8201
84.9	-64.8217
85	-64.8233
85.1	-64.8248
85.2	-64.8264
85.3	-64.8279
85.4	-64.8295
85.5	-64.831
85.6	-64.8326
85.7	-64.8341
85.8	-64.8356
85.9	-64.8371
86	-64.8386
86.1	-64.8401
86.2	-64.8416
86.3	-64.8431
86.4	-64.8445
86.5	-64.846
86.6	-64.8474
86.7	-64.8489
86.8	-64.8503
86.9	-64.8518
87	-64.8532
87.1	-64.8546
87.2	-64.856
87.3	-64.8574
87.4	-64.8588
87.5	-64.8602
87.6	-64.8615
87.7	-64.8629
87.8	-64.8642
87.9	-64.8656
88	-64.8669
88.1	-64.8682
88.2	-64.8696
88.3	-64.8709
88.4	-64.8722
88.5	-64.8735
88.6	-64.8747
88.7	-64.876
88.8	-64.8773
88.9	-64.8785
89	-64.8798
89.1	-64.881
89.2	-64.8823
89.3	-64.8835
89.4	-64.8847
89.5	-64.8859
89.6	-64.8871
89.7	-64.8883
89.8	-64.8895
89.9	-64.8906
90	-64.8918
90.1	-64.8929
90.2	-64.8941
90.3	-64.8952
90.4	-64.8963
90.5	-64.8975
90.6	-64.8986
90.7	-64.8997
90.8	-64.9008
90.9	-64.9018
91	-64.9029
91.1	-64.904
91.2	-64.905
91.3	-64.9061
91.4	-64.9071
91.5	-64.9082
91.6	-64.9092
91.7	-64.9102
91.8	-64.9112
91.9	-64.9122
92	-64.9132
92.1	-64.9142
92.2	-64.9152
92.3	-64.9161
92.4	-64.9171
92.5	-64.918
92.6	-64.919
92.7	-64.9199
92.8	-64.9208
92.9	-64.9218
93	-64.9227
93.1	-64.9236
93.2	-64.9245
93.3	-64.9254
93.4	-64.9262
93.5	-64.9271
93.6	-64.928
93.7	-64.9288
93.8	-64.9297
93.9	-64.9305
94	-64.9314
94.1	-64.9322
94.2	-64.933
94.3	-64.9338
94.4	-64.9346
94.5	-64.9354
94.6	-64.9362
94.7	-64.937
94.8	-64.9378
94.9	-64.9385
95	-64.9393
95.1	-64.9401
95.2	-64.9408
95.3	-64.9416
95.4	-64.9423
95.5	-64.943
95.6	-64.9437
95.7	-64.9445
95.8	-64.9452
95.9	-64.9459
96	-64.9466
96.1	-64.9473
96.2	-64.9479
96.3	-64.9486
96.4	-64.9493
96.5	-64.95
96.6	-64.9506
96.7	-64.9513
96.8	-64.9519
96.9	-64.9525
97	-64.9532
97.1	-64.9538
97.2	-64.9544
97.3	-64.955
97.4	-64.9557
97.5	-64.9563
97.6	-64.9569
97.7	-64.9574
97.8	-64.958
97.9	-64.9586
98	-64.9592
98.1	-64.9598
98.2	-64.9603
98.3	-64.9609
98.4	-64.9614
98.5	-64.962
98.6	-64.9625
98.7	-64.9631
98.8	-64.9636
98.9	-64.9641
99	-64.9646
99.1	-64.9652
99.2	-64.9657
99.3	-64.9662
99.4	-64.9667
99.5	-64.9672
99.6	-64.9677
99.7	-64.9681
99.8	-64.9686
99.9	-64.9691
