t	v
32.6	-59.9512
32.7	-59.9512
32.8	-59.9512
32.9	-59.9512
33	-59.9512
33.1	-59.9512
33.2	-59.9512
33.3	-59.9512
33.4	-59.9512
33.5	-59.9512
33.6	-59.9512
33.7	-59.9512
33.8	-59.9512
33.9	-59.9512
34	-59.9512
34.1	-59.9512
34.2	-59.9512
34.3	-59.9512
34.4	-59.9512
34.5	-59.9512
34.6	-59.9512
34.7	-59.9512
34.8	-59.9512
34.9	-59.9512
35	-59.9512
35.1	-59.9512
35.2	-59.9512
35.3	-59.9512
35.4	-59.9512
35.5	-59.9512
35.6	-59.9512
35.7	-59.9512
35.8	-59.9512
35.9	-59.9512
36	-59.9512
36.1	-59.9512
36.2	-59.9512
36.3	-59.9512
36.4	-59.9512
36.5	-59.9512
36.6	-59.9512
36.7	-59.9512
36.8	-59.9512
36.9	-59.9512
37	-59.9512
37.1	-59.9512
37.2	-59.9512
37.3	-59.9512
37.4	-59.9512
37.5	-59.9512
37.6	-59.9512
37.7	-59.9512
37.8	-59.9512
37.9	-59.9512
38	-59.9512
38.1	-59.9512
38.2	-59.9512
38.3	-59.9512
38.4	-59.9512
38.5	-59.9512
38.6	-59.9512
38.7	-59.9512
38.8	-59.9512
38.9	-59.9512
39	-59.9512
39.1	-59.9512
39.2	-59.9512
39.3	-59.9512
39.4	-59.9512
39.5	-59.9512
39.6	-59.9512
39.7	-59.9512
39.8	-59.9512
39.9	-59.9512
40	-59.9512
40.1	-59.9512
40.2	-59.9512
40.3	-59.9512
40.4	-59.9512
40.5	-59.9512
40.6	-59.9512
40.7	-59.9512
40.8	-59.9512
40.9	-59.9512
41	-59.9512
41.1	-59.9512
41.2	-59.9512
41.3	-59.9512
41.4	-59.9512
41.5	-59.9512
41.6	-59.9512
41.7	-59.9512
41.8	-59.9512
41.9	-59.9512
42	-59.9512
42.1	-59.9512
42.2	-59.9512
42.3	-59.9512
42.4	-59.9512
42.5	-59.9512
42.6	-59.9512
42.7	-59.9512
42.8	-59.9512
42.9	-59.9512
43	-59.9512
43.1	-59.9512
43.2	-59.9512
43.3	-59.9512
43.4	-59.9512
43.5	-59.9512
43.6	-59.9512
43.7	-59.9512
43.8	-59.9512
43.9	-59.9512
44	-59.9512
44.1	-59.9512
44.2	-59.9512
44.3	-59.9512
44.4	-59.9512
44.5	-59.9512
44.6	-59.9512
