t	v
32.7	-42.4276
32.8	-42.3596
32.9	-42.2936
33	-42.2297
33.1	-42.1677
33.2	-42.1077
33.3	-42.0496
33.4	-41.9934
33.5	-41.9391
33.6	-41.8866
33.7	-41.8359
33.8	-41.787
33.9	-41.7398
34	-41.6944
34.1	-41.6506
34.2	-41.6085
34.3	-41.5681
34.4	-41.5292
34.5	-41.492
34.6	-41.4563
34.7	-41.4221
34.8	-41.3895
34.9	-41.3583
35	-41.3286
35.1	-41.3003
35.2	-41.2735
35.3	-41.248
35.4	-41.2239
35.5	-41.2011
35.6	-41.1797
35.7	-41.1595
35.8	-41.1406
35.9	-41.123
36	-41.1066
36.1	-41.0914
36.2	-41.0775
36.3	-41.0646
36.4	-41.053
36.5	-41.0424
36.6	-41.033
36.7	-41.0247
36.8	-41.0175
36.9	-41.0113
37	-41.0062
37.1	-41.0021
37.2	-40.999
37.3	-40.9968
37.4	-40.9957
37.5	-40.9955
37.6	-40.9963
37.7	-40.998
37.8	-41.0006
37.9	-41.0042
38	-41.0086
38.1	-41.0138
38.2	-41.02
38.3	-41.0269
38.4	-41.0348
38.5	-41.0434
38.6	-41.0528
38.7	-41.063
38.8	-41.074
38.9	-41.0858
39	-41.0983
39.1	-41.1116
39.2	-41.1256
39.3	-41.1403
39.4	-41.1557
39.5	-41.1718
39.6	-41.1886
39.7	-41.2061
39.8	-41.2243
39.9	-41.2431
40	-41.2625
40.1	-41.2826
40.2	-41.3033
40.3	-41.3247
40.4	-41.3466
40.5	-41.3691
40.6	-41.3922
40.7	-41.4159
40.8	-41.4402
40.9	-41.465
41	-41.4904
41.1	-41.5163
41.2	-41.5428
41.3	-41.5698
41.4	-41.5973
41.5	-41.6253
41.6	-41.6538
41.7	-41.6829
41.8	-41.7124
41.9	-41.7424
42	-41.7728
42.1	-41.8038
42.2	-41.8352
42.3	-41.867
42.4	-41.8993
42.5	-41.932
42.6	-41.9652
42.7	-41.9988
42.8	-42.0328
42.9	-42.0672
43	-42.102
43.1	-42.1373
43.2	-42.1729
43.3	-42.2088
43.4	-42.2452
43.5	-42.2819
43.6	-42.319
43.7	-42.3564
43.8	-42.3942
43.9	-42.4324
44	-42.4708
44.1	-42.5096
44.2	-42.5488
44.3	-42.5882
44.4	-42.628
44.5	-42.668
44.6	-42.7084
44.7	-42.7491
44.8	-42.79
44.9	-42.8313
45	-42.8728
45.1	-42.9146
45.2	-42.9567
45.3	-42.9991
45.4	-43.0417
45.5	-43.0845
45.6	-43.1276
45.7	-43.171
45.8	-43.2146
45.9	-43.2584
46	-43.3024
46.1	-43.3467
46.2	-43.3912
46.3	-43.4358
46.4	-43.4807
46.5	-43.5258
46.6	-43.5711
46.7	-43.6166
46.8	-43.6623
46.9	-43.7081
47	-43.7542
47.1	-43.8004
47.2	-43.8467
47.3	-43.8933
47.4	-43.94
47.5	-43.9869
47.6	-44.0339
47.7	-44.081
47.8	-44.1283
47.9	-44.1758
48	-44.2233
48.1	-44.271
48.2	-44.3188
48.3	-44.3668
48.4	-44.4148
48.5	-44.463
48.6	-44.5113
48.7	-44.5596
48.8	-44.6081
48.9	-44.6567
49	-44.7053
49.1	-44.7541
49.2	-44.8029
49.3	-44.8518
49.4	-44.9008
49.5	-44.9499
49.6	-44.999
49.7	-45.0482
49.8	-45.0975
49.9	-45.1468
50	-45.1962
50.1	-45.2456
50.2	-45.2951
50.3	-45.3446
50.4	-45.3942
50.5	-45.4438
50.6	-45.4934
50.7	-45.5431
50.8	-45.5928
50.9	-45.6425
51	-45.6922
51.1	-45.7419
51.2	-45.7917
51.3	-45.8415
51.4	-45.8913
51.5	-45.9411
51.6	-45.9909
51.7	-46.0407
51.8	-46.0905
51.9	-46.1402
52	-46.19
52.1	-46.2398
52.2	-46.2895
52.3	-46.3393
52.4	-46.389
52.5	-46.4387
52.6	-46.4884
52.7	-46.538
52.8	-46.5876
52.9	-46.6372
53	-46.6867
53.1	-46.7363
53.2	-46.7857
53.3	-46.8351
53.4	-46.8845
53.5	-46.9339
53.6	-46.9832
53.7	-47.0324
53.8	-47.0816
53.9	-47.1307
54	-47.1798
54.1	-47.2288
54.2	-47.2778
54.3	-47.3267
54.4	-47.3755
54.5	-47.4243
54.6	-47.473
54.7	-47.5216
54.8	-47.5701
54.9	-47.6186
55	-47.667
55.1	-47.7153
55.2	-47.7636
55.3	-47.8118
55.4	-47.8598
55.5	-47.9078
55.6	-47.9557
55.7	-48.0036
55.8	-48.0513
55.9	-48.099
56	-48.1465
56.1	-48.194
56.2	-48.2413
56.3	-48.2886
56.4	-48.3358
56.5	-48.3829
56.6	-48.4298
56.7	-48.4767
56.8	-48.5235
56.9	-48.5702
57	-48.6167
57.1	-48.6632
57.2	-48.7095
57.3	-48.7558
57.4	-48.8019
57.5	-48.848
57.6	-48.8939
57.7	-48.9397
57.8	-48.9854
57.9	-49.031
58	-49.0764
58.1	-49.1218
58.2	-49.167
58.3	-49.2121
58.4	-49.2571
58.5	-49.302
58.6	-49.3468
58.7	-49.3914
58.8	-49.4359
58.9	-49.4803
59	-49.5246
59.1	-49.5687
59.2	-49.6128
59.3	-49.6567
59.4	-49.7004
59.5	-49.7441
59.6	-49.7876
59.7	-49.831
59.8	-49.8743
59.9	-49.9174
60	-49.9604
60.1	-50.0033
60.2	-50.0461
60.3	-50.0887
60.4	-50.1312
60.5	-50.1736
60.6	-50.2158
60.7	-50.2579
60.8	-50.2999
60.9	-50.3417
61	-50.3834
61.1	-50.425
61.2	-50.4664
61.3	-50.5077
61.4	-50.5489
61.5	-50.5899
61.6	-50.6308
61.7	-50.6716
61.8	-50.7122
61.9	-50.7527
62	-50.7931
62.1	-50.8333
62.2	-50.8734
62.3	-50.9134
62.4	-50.9532
62.5	-50.9929
62.6	-51.0325
62.7	-51.0719
62.8	-51.1112
62.9	-51.1503
63	-51.1893
63.1	-51.2282
63.2	-51.2669
63.3	-51.3055
63.4	-51.344
63.5	-51.3823
63.6	-51.4205
63.7	-51.4585
63.8	-51.4965
63.9	-51.516
64	-51.5182
64.1	-51.5087
64.2	-51.4865
64.3	-51.455
64.4	-51.4134
64.5	-51.364
64.6	-51.3065
64.7	-51.2425
64.8	-51.1718
64.9	-51.0958
65	-51.0143
65.1	-50.9285
65.2	-50.8383
65.3	-50.7448
65.4	-50.6477
65.5	-50.548
65.6	-50.4457
65.7	-50.3414
65.8	-50.2351
65.9	-50.1275
66	-50.0185
66.1	-49.9087
66.2	-49.7981
66.3	-49.687
66.4	-49.5757
66.5	-49.4643
66.6	-49.353
66.7	-49.242
66.8	-49.1314
66.9	-49.0214
67	-48.9121
67.1	-48.8036
67.2	-48.6961
67.3	-48.5897
67.4	-48.4843
67.5	-48.3802
67.6	-48.2774
67.7	-48.176
67.8	-48.076
67.9	-47.9775
68	-47.8806
68.1	-47.7852
68.2	-47.6915
68.3	-47.5994
68.4	-47.5091
68.5	-47.4204
68.6	-47.3335
68.7	-47.2483
68.8	-47.165
68.9	-47.0834
69	-47.0036
69.1	-46.9256
69.2	-46.8495
69.3	-46.7751
69.4	-46.7026
69.5	-46.6318
69.6	-46.5629
69.7	-46.4958
69.8	-46.4304
69.9	-46.3668
70	-46.3051
70.1	-46.245
70.2	-46.1867
70.3	-46.1301
70.4	-46.0753
70.5	-46.0221
70.6	-45.9706
70.7	-45.9208
70.8	-45.8727
70.9	-45.8261
71	-45.7812
71.1	-45.7379
71.2	-45.6961
71.3	-45.6559
71.4	-45.6172
71.5	-45.5801
71.6	-45.5444
71.7	-45.5102
71.8	-45.4775
71.9	-45.4462
72	-45.4163
72.1	-45.3878
72.2	-45.3607
72.3	-45.3349
72.4	-45.3104
72.5	-45.2873
72.6	-45.2654
72.7	-45.2449
72.8	-45.2255
72.9	-45.2074
73	-45.1905
73.1	-45.1748
73.2	-45.1603
73.3	-45.147
73.4	-45.1347
73.5	-45.1236
73.6	-45.1136
73.7	-45.1046
73.8	-45.0968
73.9	-45.0899
74	-45.0841
74.1	-45.0793
74.2	-45.0755
74.3	-45.0726
74.4	-45.0707
74.5	-45.0698
74.6	-45.0698
74.7	-45.0707
74.8	-45.0724
74.9	-45.0751
75	-45.0786
75.1	-45.083
75.2	-45.0881
75.3	-45.0941
75.4	-45.1009
75.5	-45.1085
75.6	-45.1169
75.7	-45.126
75.8	-45.1359
75.9	-45.1465
76	-45.1578
76.1	-45.1698
76.2	-45.1825
76.3	-45.1959
76.4	-45.21
76.5	-45.2247
76.6	-45.24
76.7	-45.256
76.8	-45.2726
76.9	-45.2898
77	-45.3076
77.1	-45.326
77.2	-45.3449
77.3	-45.3645
77.4	-45.3845
77.5	-45.4051
77.6	-45.4263
77.7	-45.4479
77.8	-45.4701
77.9	-45.4928
78	-45.5159
78.1	-45.5396
78.2	-45.5637
78.3	-45.5882
78.4	-45.6133
78.5	-45.6387
78.6	-45.6646
78.7	-45.691
78.8	-45.7177
78.9	-45.7449
79	-45.7724
79.1	-45.8004
79.2	-45.8287
79.3	-45.8574
79.4	-45.8865
79.5	-45.9159
79.6	-45.9457
79.7	-45.9758
79.8	-46.0063
79.9	-46.0371
80	-46.0682
80.1	-46.0997
80.2	-46.1314
80.3	-46.1635
80.4	-46.1958
80.5	-46.2284
80.6	-46.2614
80.7	-46.2945
80.8	-46.328
80.9	-46.3617
81	-46.3957
81.1	-46.4299
81.2	-46.4643
81.3	-46.499
81.4	-46.5339
81.5	-46.5691
81.6	-46.6045
81.7	-46.64
81.8	-46.6758
81.9	-46.7118
82	-46.748
82.1	-46.7844
82.2	-46.8209
82.3	-46.8577
82.4	-46.8946
82.5	-46.9317
82.6	-46.9689
82.7	-47.0063
82.8	-47.0439
82.9	-47.0816
83	-47.1195
83.1	-47.1575
83.2	-47.1956
83.3	-47.2339
83.4	-47.2723
83.5	-47.3108
83.6	-47.3495
83.7	-47.3882
83.8	-47.4271
83.9	-47.466
84	-47.5051
84.1	-47.5443
84.2	-47.5835
84.3	-47.6229
84.4	-47.6623
84.5	-47.7018
84.6	-47.7414
84.7	-47.7811
84.8	-47.8208
84.9	-47.8606
85	-47.9005
85.1	-47.9404
85.2	-47.9804
85.3	-48.0205
85.4	-48.0605
85.5	-48.1007
85.6	-48.1409
85.7	-48.1811
85.8	-48.2213
85.9	-48.2616
86	-48.3019
86.1	-48.3423
86.2	-48.3827
86.3	-48.4231
86.4	-48.4635
86.5	-48.5039
86.6	-48.5443
86.7	-48.5848
86.8	-48.6252
86.9	-48.6657
87	-48.7062
87.1	-48.7466
87.2	-48.7871
87.3	-48.8275
87.4	-48.868
87.5	-48.9084
87.6	-48.9489
87.7	-48.9893
87.8	-49.0297
87.9	-49.07
88	-49.1104
88.1	-49.1507
88.2	-49.191
88.3	-49.2313
88.4	-49.2716
88.5	-49.3118
88.6	-49.352
88.7	-49.3921
88.8	-49.4322
88.9	-49.4723
89	-49.5123
89.1	-49.5523
89.2	-49.5923
89.3	-49.6322
89.4	-49.672
89.5	-49.7118
89.6	-49.7515
89.7	-49.7912
89.8	-49.8309
89.9	-49.8704
90	-49.9099
90.1	-49.9494
90.2	-49.9888
90.3	-50.0281
90.4	-50.0674
90.5	-50.1066
90.6	-50.1458
90.7	-50.1848
90.8	-50.2238
90.9	-50.2628
91	-50.3016
91.1	-50.3404
91.2	-50.3791
91.3	-50.4178
91.4	-50.4563
91.5	-50.4948
91.6	-50.5332
91.7	-50.5716
91.8	-50.6098
91.9	-50.648
92	-50.686
92.1	-50.724
92.2	-50.762
92.3	-50.7998
92.4	-50.8375
92.5	-50.8752
92.6	-50.9127
92.7	-50.9502
92.8	-50.9876
92.9	-51.0249
93	-51.0621
93.1	-51.0992
93.2	-51.1362
93.3	-51.1731
93.4	-51.21
93.5	-51.2467
93.6	-51.2833
93.7	-51.3199
93.8	-51.3563
93.9	-51.3927
94	-51.4289
94.1	-51.465
94.2	-51.5011
94.3	-51.537
94.4	-51.5729
94.5	-51.6086
94.6	-51.6443
94.7	-51.6798
94.8	-51.7152
94.9	-51.7506
95	-51.7858
95.1	-51.8209
95.2	-51.856
95.3	-51.8909
95.4	-51.9257
95.5	-51.9604
95.6	-51.995
95.7	-52.0295
95.8	-52.0639
95.9	-52.0982
96	-52.1323
96.1	-52.1664
96.2	-52.2004
96.3	-52.2342
96.4	-52.268
96.5	-52.3016
96.6	-52.3351
96.7	-52.3686
96.8	-52.4019
96.9	-52.4351
97	-52.4682
97.1	-52.5011
97.2	-52.534
97.3	-52.5668
97.4	-52.5994
97.5	-52.632
97.6	-52.6644
97.7	-52.6967
97.8	-52.7289
97.9	-52.761
98	-52.793
98.1	-52.8249
98.2	-52.8566
98.3	-52.8883
98.4	-52.9198
98.5	-52.9513
98.6	-52.9826
98.7	-53.0138
98.8	-53.0449
98.9	-53.0759
99	-53.1068
99.1	-53.1375
99.2	-53.1682
99.3	-53.1987
99.4	-53.2292
99.5	-53.2595
99.6	-53.2897
99.7	-53.3198
99.8	-53.3498
99.9	-53.3797
